reference,nom_csv,nom_site
LEVMAL,Location lève personne jusqu'à 32 sem.,TENA Discreet Normal
LOCLIT902F,Location lit médicalisé 2 fonctions électriques 90 cm,Lit médicalisé enfant Kalin Winncare
LOCLIT903F,Location lit médicalisé 3 fonctions électriques 90 cm,Lit médicalisé enfant Kalin Winncare
LOCLIT120,Location lit médicalisé Grande largeur (patient  de + de 135 KG) simple sommier,Lit médicalisé enfant Kalin Winncare
LOCASPITRACH,Location aspirateur tracheal,Coussin Triangulaire POZ IN FORM 12 - 60 x...
LOCAEROMANO,Location appareil générateur aérosol manosonique DTF,Lit médicalisé enfant Kalin Winncare
LOCTIRELAITSTD,Location tire lait standard,Set tétine et capuchon de biberon
LOCTIRELAITPRO,Location tire lait Minikit Pro DTF,Set tétine et capuchon de biberon
LOCNEURO,Location neurostimulateur TENS ECO 2 - 1 sachet d'électrodes offert  (32 ou 50 mm),Bandelettes de cétonémie pour lecteur...
LOCUROSTIMW,Location urostim wireless,Ceinture lombaire DonJoy POROSTRAP - M -...
LOCCOMP,Location matelas air & compresseur,Bouchon luer lock mâle avec site d'injection
LOCFRM1ACC,Location fauteuil roulant manuel 1 accessoire jusqu'à 52 sem.,Fauteuil roulant Action 3 NG Transit 43 cm
LOCUROSTIM,Location urostim 2,Nettoyant quotidien Deterg'Anios
LIVFRM,Forfait livraison fauteuil roulant,Masque réanimateur de poche avec étui...
CGRROUSTD,Chaise garde robe à roulettes,Nettoyant quotidien Deterg'Anios
COUSSINPOSUNI,Coussin de positionnement universel 50x35,Coussins Kalli Visco 42 x 42 x 8 cm
COUSSINPOSBO,Coussin de positionnement bouée,Coussins Kalli Visco 42 x 42 x 8 cm
COUSSINPOSDL,Coussin de positionnement demi lune 200X35,Coussins Kalli Visco 42 x 42 x 8 cm
MATELASCL290,Matelas anti escarre classe 2 - 90cm,Drap Housse Standard 90x200 Dermofresh
MATELASSCL2120,Matelas anti escarre classe 2 - 120cm,Compresse de lin Phytotherma
COUSSINAEXL,Coussin anti escarre classe 2 + de 45,Accroche-canne Patterson
LIVASPITRACH,Forfait livraison à domicile aspirateur tracheal,Poche de froid à usage unique. 14 X 18 Cm
COUSSINAESTD,Coussin anti escarre classe 2 taille standard,Accroche-canne Patterson
LIVDESINF90,Forfait désinf./ livraison lit 90 cm,Anti-adhésif
COUSSINAEXS,Coussin anti escarre classe 2 -de 38cm,Accroche-canne Patterson
RELEVEUR1M,Fauteuil releveur 1 moteur à partir de,Fauteuil releveur électrique Minirelax
RELEVEUR2M,Fauteuil releveur  2 moteurs à partir de,Fauteuil releveur électrique Minirelax
PACKDRAPBL,Pack de draps bleu pour lit de 90 cm,Sparadrap 3M™ Micropore™ sans dévidoir...
PACKDRAPBC,Pack de draps blancs pour lit de 90 cm,Sparadrap 3M™ Micropore™ sans dévidoir...
BASSINCOUV1,bassin de lit avec couvercle,Élévateur de piscine Eco Pool
BASSINCOUV0,Bassin de lit sans couvercle,Élévateur de piscine Eco Pool
URINALH,Urinal Homme avec bouchon,Urinal anti-déversement Urolis
URINALHRFX,Urinal Homme anti reflux,Sonde urinaire SpeediCath Compact Set Homme
URINALF,Urinal Femme,Urinal anti-déversement Urolis
REHWCCLIP,Réhausse wc à clips,HEXAslip Maxi M - Sachet de 20
REHWCCONF,Réausse wc confort,Orthèse stabilisatrice de cheville Aircast...
PLANCHE,Planche de Bain,Planche de bain - 70 cm - Aquaplanche
TABROND,Tabouret de douche assise ronde,Pansement hydrocellulaire non adhésif pour...
TABRECT,Tabouret de douche rectangulaire,Table de lit avec piètement 3 positions...
CHDOUCHEREC,Chaise de douche rectangulaire,Fauteuil handbike Shark RT RGK
NEBULAD,Nébuliseurs micromist adulte,Protection anatomiques Suprem Form Regular...
NEBULENF,Nébuliseurs micromist enfant,Nébuliseur MICRO MIST avec masque adulte
FRMCONF,"Fauteuil roulant manuel de confort, dossier inclinable",TENA ProSkin Wash Cream / 3-en-1 - Flacon...
FAPSTDELEC,"Fauteuil à pousser standard, inclinaison électrique avec coussin anti-escarre et appareil de soutien partiel de la tête.",Sabot ZeroPlus Noir 37
FAPCONFELEC,"Fauteuil à pousser confort, inclinaison électrique",Aiguilles hypodermiques - Noires - 22 G -...
FAPCONFLEVER,Fauteuil à pousser confort avec aide au lever,Aiguilles hypodermiques - Noires - 22 G -...
CANNEANATDR,Canne anatomique main droite,Câbles moyens pour électrodes ActiTENS -...
CANNEANATGA,Canne anatomique main gauche,Robinet 3 voies BD Connecta™
CANNEMARPLI,Canne de marche pliante,Barre d'appui cannelée à fixer - 30 cm
FRMTRA,Fauteuil de transfert,Fauteuil roulant sportif Elite RGK
FRMSTDDF,"Fauteuil roulant manuel standard, dossier fixe",Distributeur savon ABS à fermeture à clé...
FRMSTDDI,"Fauteuil roulant manuel standard, dossier inclinable",Distributeur savon ABS à fermeture à clé...
CGR3EN1,Chaise percée de douche modulaire Pico commode Aquatec®,Liniment Oléo-Calcaire BIO 900 ml Baby Green
DEAMBFIX,Déambulateur fixe,Régulateur de débit Neoflow avec perfuseur...
DEAMBPLI,Déambulateur pliant,Coussin chauffant avec des noyaux de...
ROLL2STD,Rollator 2 roues standard,Fauteuil roulant électrique à propulsion...
ROLL3STD,Rollator 3 roues standard,Fauteuil roulant électrique à propulsion...
ROLL4STD,Rollator 4 roues standard,Fauteuil roulant électrique à propulsion...
ROLL4LEG,Rollator 4 roues lèger,Planche de transfert pliable Roller Slide...
CANNETRIP,Canne tripode,Canne Pliante avec poignée en T
CANNEANGLSTD,Canne anglaise standard,Barre d'appui cannelée à fixer - 30 cm
CANNANGLBM,Canne anglaise standard,Barre d'appui cannelée à fixer - 30 cm
CGRFIXESTD,Chaise garde robe fixe standard,Stéthoscope Cardiology IV - Edition...
TABLEHETRE,Table de lit 60x40cm plateau hêtre,Tablette multifonctions pour fauteuil...
LIVDESINF120,Forfait désinf./ livraison lit 120 cm/140 cm,Fauteuil roulant actif dossier réglable...
